,educ,fdm01a,di01a,pa02a
2181,MITTLERE REIFE,DEUTSCHLAND,4000,MITTEL
2182,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,720,WENIG
2183,HOCHSCHULREIFE,DEUTSCHLAND,4200,MITTEL
2184,MITTLERE REIFE,DEUTSCHLAND,3000,STARK
2185,MITTLERE REIFE,DEUTSCHLAND,1100,MITTEL
2186,HOCHSCHULREIFE,DEUTSCHLAND,650,MITTEL
2187,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2188,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2189,HOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
2190,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,STARK
2191,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
2192,MITTLERE REIFE,DEUTSCHLAND,4400,STARK
2193,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2194,MITTLERE REIFE,DEUTSCHLAND,950,WENIG
2195,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,400,WENIG
2196,HOCHSCHULREIFE,DEUTSCHLAND,4500,STARK
2197,MITTLERE REIFE,DEUTSCHLAND,1200,MITTEL
2198,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
2199,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2200,HOCHSCHULREIFE,DEUTSCHLAND,2200,STARK
2201,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2202,MITTLERE REIFE,DEUTSCHLAND,1000,STARK
2203,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
2204,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2205,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,900,WENIG
2206,"VOLKS-,HAUPTSCHULE",TUERKEI,1200,MITTEL
2207,HOCHSCHULREIFE,RUMAENIEN,2500,STARK
2208,FACHHOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,SEHR STARK
2209,MITTLERE REIFE,DEUTSCHLAND,400,MITTEL
2210,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,600,SEHR STARK
2211,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1100,WENIG
2212,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,750,MITTEL
2213,FACHHOCHSCHULREIFE,DEUTSCHLAND,2070,MITTEL
2214,MITTLERE REIFE,JUGOSLAWIEN,KEIN EINKOMMEN,MITTEL
2215,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,MITTEL
2216,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1000,MITTEL
2217,HOCHSCHULREIFE,DEUTSCHLAND,2500,SEHR STARK
2218,HOCHSCHULREIFE,UNGARN,500,SEHR STARK
2219,"VOLKS-,HAUPTSCHULE",SERBIEN,1500,STARK
2220,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2221,HOCHSCHULREIFE,DEUTSCHLAND,3000,MITTEL
2222,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2200,STARK
2223,HOCHSCHULREIFE,DEUTSCHLAND,2300,SEHR STARK
2224,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,WENIG
2225,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,480,WENIG
2226,FACHHOCHSCHULREIFE,TUERKEI,2300,STARK
2227,HOCHSCHULREIFE,DEUTSCHLAND,1430,MITTEL
2228,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1200,STARK
2229,HOCHSCHULREIFE,POLEN,3000,SEHR STARK
2230,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,705,WENIG
2231,MITTLERE REIFE,DEUTSCHLAND,1875,MITTEL
2232,FACHHOCHSCHULREIFE,DEUTSCHLAND,1800,STARK
2233,HOCHSCHULREIFE,DEUTSCHLAND,1388,STARK
2234,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1500,WENIG
2235,HOCHSCHULREIFE,DEUTSCHLAND,440,MITTEL
2236,FACHHOCHSCHULREIFE,DEUTSCHLAND,360,MITTEL
2237,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2050,STARK
2238,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2239,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2240,NOCH SCHUELER,ALGERIEN,200,STARK
2241,MITTLERE REIFE,DEUTSCHLAND,2500,MITTEL
2242,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1900,SEHR STARK
2243,MITTLERE REIFE,DEUTSCHLAND,2300,WENIG
2244,HOCHSCHULREIFE,DEUTSCHLAND,500,STARK
2245,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,UEBERHAUPT NICHT
2246,MITTLERE REIFE,DEUTSCHLAND,1000,MITTEL
2247,FACHHOCHSCHULREIFE,DEUTSCHLAND,2400,STARK
2248,MITTLERE REIFE,DEUTSCHLAND,1350,STARK
2249,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,WENIG
2250,HOCHSCHULREIFE,DEUTSCHLAND,1200,MITTEL
2251,MITTLERE REIFE,DEUTSCHLAND,1600,WENIG
2252,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2253,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
2254,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,MITTEL
2255,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2500,MITTEL
2256,"VOLKS-,HAUPTSCHULE",TSCHECHOSLOWAKEI,2700,STARK
2257,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1600,MITTEL
2258,MITTLERE REIFE,DEUTSCHLAND,1750,STARK
2259,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,300,WENIG
2260,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,6500,STARK
2261,HOCHSCHULREIFE,DEUTSCHLAND,4500,MITTEL
2262,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2263,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,SEHR STARK
2264,FACHHOCHSCHULREIFE,DEUTSCHLAND,1300,STARK
2265,"VOLKS-,HAUPTSCHULE",TUERKEI,200,MITTEL
2266,MITTLERE REIFE,DEUTSCHLAND,900,WENIG
2267,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2268,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
2269,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,379,WENIG
2270,MITTLERE REIFE,DEUTSCHLAND,450,UEBERHAUPT NICHT
2271,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,UEBERHAUPT NICHT
2272,HOCHSCHULREIFE,DEUTSCHLAND,2200,MITTEL
2273,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1400,SEHR STARK
2274,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2275,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1100,MITTEL
2276,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2500,MITTEL
2277,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1900,WENIG
2278,HOCHSCHULREIFE,DEUTSCHLAND,5000,STARK
2279,MITTLERE REIFE,DEUTSCHLAND,1300,WENIG
2280,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2600,MITTEL
2281,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,WENIG
2282,MITTLERE REIFE,DEUTSCHLAND,1400,SEHR STARK
2283,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1900,MITTEL
2284,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,MITTEL
2285,MITTLERE REIFE,TSCHECHOSLOWAKEI,2000,STARK
2286,MITTLERE REIFE,UKRAINE,300,SEHR STARK
2287,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
2288,HOCHSCHULREIFE,DEUTSCHLAND,1200,MITTEL
2289,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2800,MITTEL
2290,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2291,MITTLERE REIFE,DEUTSCHLAND,397,MITTEL
2292,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1350,WENIG
2293,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2294,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,900,WENIG
2295,MITTLERE REIFE,DEUTSCHLAND,2500,SEHR STARK
2296,HOCHSCHULREIFE,DEUTSCHLAND,1250,SEHR STARK
2297,"VOLKS-,HAUPTSCHULE",TUERKEI,VERWEIGERT,WENIG
2298,"VOLKS-,HAUPTSCHULE",TUERKEI,500,WENIG
2299,HOCHSCHULREIFE,UNGARN,1500,MITTEL
2300,MITTLERE REIFE,JUGOSLAWIEN,900,MITTEL
2301,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1028,UEBERHAUPT NICHT
2302,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,320,MITTEL
2303,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,WENIG
2304,HOCHSCHULREIFE,DEUTSCHLAND,412,WENIG
2305,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1500,WENIG
2306,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,900,WENIG
2307,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1400,UEBERHAUPT NICHT
2308,MITTLERE REIFE,DEUTSCHLAND,586,MITTEL
2309,HOCHSCHULREIFE,DEUTSCHLAND,1600,SEHR STARK
2310,MITTLERE REIFE,DEUTSCHLAND,1300,STARK
2311,MITTLERE REIFE,DEUTSCHLAND,1600,MITTEL
2312,HOCHSCHULREIFE,DEUTSCHLAND,4500,WENIG
2313,FACHHOCHSCHULREIFE,DEUTSCHLAND,3500,UEBERHAUPT NICHT
2314,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,SEHR STARK
2315,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2316,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,800,MITTEL
2317,FACHHOCHSCHULREIFE,DEUTSCHLAND,1200,MITTEL
2318,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2319,MITTLERE REIFE,DEUTSCHLAND,1000,WENIG
2320,HOCHSCHULREIFE,DEUTSCHLAND,3178,STARK
2321,FACHHOCHSCHULREIFE,DEUTSCHLAND,5000,MITTEL
2322,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2323,FACHHOCHSCHULREIFE,NIGERIA,1500,STARK
2324,HOCHSCHULREIFE,DEUTSCHLAND,1400,STARK
2325,HOCHSCHULREIFE,ITALIEN,450,WENIG
2326,FACHHOCHSCHULREIFE,DEUTSCHLAND,800,MITTEL
2327,FACHHOCHSCHULREIFE,DEUTSCHLAND,1400,STARK
2328,FACHHOCHSCHULREIFE,BOSNIEN+HERZEGOWINA,VERWEIGERT,MITTEL
2329,MITTLERE REIFE,RUMAENIEN,2400,SEHR STARK
2330,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,UEBERHAUPT NICHT
2331,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,936,MITTEL
2332,HOCHSCHULREIFE,TUERKEI,KEIN EINKOMMEN,MITTEL
2333,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,WENIG
2334,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,900,STARK
2335,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2336,FACHHOCHSCHULREIFE,DEUTSCHLAND,950,STARK
2337,HOCHSCHULREIFE,DEUTSCHLAND,900,MITTEL
2338,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
2339,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,SEHR STARK
2340,MITTLERE REIFE,ITALIEN,500,STARK
2341,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1300,MITTEL
2342,MITTLERE REIFE,DEUTSCHLAND,2000,WENIG
2343,HOCHSCHULREIFE,DEUTSCHLAND,4500,SEHR STARK
2344,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1300,MITTEL
2345,HOCHSCHULREIFE,SCHWEIZ,1500,SEHR STARK
2346,FACHHOCHSCHULREIFE,TUERKEI,640,WENIG
2347,MITTLERE REIFE,DEUTSCHLAND,1900,WENIG
2348,NOCH SCHUELER,DEUTSCHLAND,KEIN EINKOMMEN,STARK
2349,HOCHSCHULREIFE,DEUTSCHLAND,5000,STARK
2350,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2351,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2352,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,200,UEBERHAUPT NICHT
2353,HOCHSCHULREIFE,DEUTSCHLAND,2000,WENIG
2354,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2355,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,450,MITTEL
2356,"VOLKS-,HAUPTSCHULE",RUMAENIEN,2000,WENIG
2357,MITTLERE REIFE,DEUTSCHLAND,1250,MITTEL
2358,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,UEBERHAUPT NICHT
2359,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2360,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2400,MITTEL
2361,MITTLERE REIFE,DEUTSCHLAND,1800,MITTEL
2362,"VOLKS-,HAUPTSCHULE",RUMAENIEN,2200,STARK
2363,HOCHSCHULREIFE,DEUTSCHLAND,3100,MITTEL
2364,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2365,HOCHSCHULREIFE,DEUTSCHLAND,476,MITTEL
2366,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2367,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1750,MITTEL
2368,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,404,UEBERHAUPT NICHT
2369,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2800,STARK
2370,MITTLERE REIFE,OESTERREICH,1500,STARK
2371,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2372,MITTLERE REIFE,DEUTSCHLAND,1300,MITTEL
2373,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
2374,HOCHSCHULREIFE,DEUTSCHLAND,1100,STARK
2375,HOCHSCHULREIFE,PERU,1300,MITTEL
2376,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2377,HOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
2378,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2379,MITTLERE REIFE,DEUTSCHLAND,404,WENIG
2380,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,DATENFEHLER,SEHR STARK
2381,MITTLERE REIFE,DEUTSCHLAND,1200,STARK
2382,HOCHSCHULREIFE,DEUTSCHLAND,2300,STARK
2383,HOCHSCHULREIFE,DEUTSCHLAND,2000,MITTEL
2384,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1100,SEHR STARK
2385,MITTLERE REIFE,DEUTSCHLAND,360,MITTEL
2386,HOCHSCHULREIFE,DEUTSCHLAND,2150,SEHR STARK
2387,MITTLERE REIFE,DEUTSCHLAND,800,MITTEL
2388,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2389,HOCHSCHULREIFE,OESTERREICH,3800,SEHR STARK
2390,ANDERER ABSCHLUSS,SOWJETUNION,3000,STARK
2391,MITTLERE REIFE,GRIECHENLAND,5000,SEHR STARK
2392,MITTLERE REIFE,DEUTSCHLAND,2000,MITTEL
2393,"VOLKS-,HAUPTSCHULE",JUGOSLAWIEN,1800,STARK
2394,HOCHSCHULREIFE,DEUTSCHLAND,3000,WENIG
2395,MITTLERE REIFE,DEUTSCHLAND,1300,WENIG
2396,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2397,HOCHSCHULREIFE,DEUTSCHLAND,1350,MITTEL
2398,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2000,SEHR STARK
2399,MITTLERE REIFE,DEUTSCHLAND,1100,WENIG
2400,"VOLKS-,HAUPTSCHULE",TSCHECHOSLOWAKEI,2700,SEHR STARK
2401,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2402,HOCHSCHULREIFE,DEUTSCHLAND,1000,SEHR STARK
2403,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1000,WENIG
2404,HOCHSCHULREIFE,DEUTSCHLAND,600,MITTEL
2405,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1394,STARK
2406,HOCHSCHULREIFE,DEUTSCHLAND,1700,SEHR STARK
2407,HOCHSCHULREIFE,RUMAENIEN,1300,MITTEL
2408,MITTLERE REIFE,DEUTSCHLAND,1080,SEHR STARK
2409,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
2410,HOCHSCHULREIFE,DEUTSCHLAND,9500,SEHR STARK
2411,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,520,MITTEL
2412,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
2413,MITTLERE REIFE,DEUTSCHLAND,1200,WENIG
2414,HOCHSCHULREIFE,DEUTSCHLAND,2500,SEHR STARK
2415,MITTLERE REIFE,DEUTSCHLAND,800,STARK
2416,MITTLERE REIFE,DEUTSCHLAND,400,MITTEL
2417,"VOLKS-,HAUPTSCHULE",RUMAENIEN,1200,STARK
2418,MITTLERE REIFE,SOWJETUNION,650,MITTEL
2419,HOCHSCHULREIFE,DEUTSCHLAND,1300,WENIG
2420,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
2421,HOCHSCHULREIFE,DEUTSCHLAND,700,STARK
2422,MITTLERE REIFE,DEUTSCHLAND,1000,WENIG
2423,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,887,MITTEL
2424,HOCHSCHULREIFE,DEUTSCHLAND,1200,SEHR STARK
2425,MITTLERE REIFE,DEUTSCHLAND,1750,STARK
2426,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2427,MITTLERE REIFE,DEUTSCHLAND,2500,STARK
2428,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
2429,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2430,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
2431,HOCHSCHULREIFE,DEUTSCHLAND,450,STARK
2432,MITTLERE REIFE,DEUTSCHLAND,359,MITTEL
2433,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,900,UEBERHAUPT NICHT
2434,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2435,MITTLERE REIFE,DEUTSCHLAND,1100,STARK
2436,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2437,MITTLERE REIFE,UKRAINE,VERWEIGERT,WENIG
2438,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2439,MITTLERE REIFE,DEUTSCHLAND,2000,STARK
2440,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
2441,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,800,UEBERHAUPT NICHT
2442,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
2443,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2444,FACHHOCHSCHULREIFE,DEUTSCHLAND,1600,STARK
2445,MITTLERE REIFE,DEUTSCHLAND,3000,MITTEL
2446,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2447,MITTLERE REIFE,DEUTSCHLAND,500,MITTEL
2448,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,MITTEL
2449,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
2450,MITTLERE REIFE,VEREINIGTES KOENIGR.,KEIN EINKOMMEN,UEBERHAUPT NICHT
2451,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2452,HOCHSCHULREIFE,GRIECHENLAND,3000,STARK
2453,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1200,SEHR STARK
2454,HOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
2455,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,KEIN EINKOMMEN,UEBERHAUPT NICHT
2456,MITTLERE REIFE,TSCHECHOSLOWAKEI,1100,STARK
2457,FACHHOCHSCHULREIFE,DEUTSCHLAND,1600,MITTEL
2458,MITTLERE REIFE,PAKISTAN,1000,SEHR STARK
2459,MITTLERE REIFE,DEUTSCHLAND,2300,MITTEL
2460,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2461,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2462,MITTLERE REIFE,DEUTSCHLAND,2100,SEHR STARK
2463,MITTLERE REIFE,DEUTSCHLAND,2000,STARK
2464,MITTLERE REIFE,DEUTSCHLAND,1000,MITTEL
2465,FACHHOCHSCHULREIFE,DEUTSCHLAND,266,MITTEL
2466,MITTLERE REIFE,DEUTSCHLAND,1800,STARK
2467,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2700,STARK
2468,MITTLERE REIFE,DEUTSCHLAND,1600,SEHR STARK
2469,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1400,STARK
2470,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1700,MITTEL
2471,MITTLERE REIFE,USA,2200,STARK
2472,"VOLKS-,HAUPTSCHULE",NIEDERLANDE,1500,MITTEL
2473,MITTLERE REIFE,POLEN,600,MITTEL
2474,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,WENIG
2475,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
2476,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,700,STARK
2477,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2478,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,960,MITTEL
2479,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
2480,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,370,UEBERHAUPT NICHT
2481,MITTLERE REIFE,DEUTSCHLAND,1100,MITTEL
2482,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
2483,HOCHSCHULREIFE,DEUTSCHLAND,550,WENIG
2484,FACHHOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
2485,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1450,SEHR STARK
2486,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,750,UEBERHAUPT NICHT
2487,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,WENIG
2488,"VOLKS-,HAUPTSCHULE",JUGOSLAWIEN,1200,STARK
2489,FACHHOCHSCHULREIFE,DEUTSCHLAND,770,MITTEL
2490,HOCHSCHULREIFE,SOWJETUNION,1800,WENIG
2491,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2000,MITTEL
2492,MITTLERE REIFE,RUMAENIEN,VERWEIGERT,WENIG
2493,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2494,FACHHOCHSCHULREIFE,DEUTSCHLAND,4000,MITTEL
2495,MITTLERE REIFE,DEUTSCHLAND,650,UEBERHAUPT NICHT
2496,"VOLKS-,HAUPTSCHULE",GRIECHENLAND,400,STARK
2497,MITTLERE REIFE,SRI LANKA,4000,MITTEL
2498,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
2499,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2500,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,350,MITTEL
2501,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2502,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
2503,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2504,HOCHSCHULREIFE,DEUTSCHLAND,3500,STARK
2505,MITTLERE REIFE,DEUTSCHLAND,1300,MITTEL
2506,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1050,MITTEL
2507,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2000,MITTEL
2508,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
2509,MITTLERE REIFE,DEUTSCHLAND,1600,MITTEL
2510,MITTLERE REIFE,DEUTSCHLAND,560,WENIG
2511,HOCHSCHULREIFE,DEUTSCHLAND,2700,STARK
2512,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,STARK
2513,MITTLERE REIFE,DEUTSCHLAND,960,MITTEL
2514,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,800,MITTEL
2515,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,970,SEHR STARK
2516,MITTLERE REIFE,DEUTSCHLAND,1800,MITTEL
2517,"VOLKS-,HAUPTSCHULE",VEREINIGTES KOENIGR.,2200,MITTEL
2518,HOCHSCHULREIFE,SOWJETUNION,1400,MITTEL
2519,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2000,STARK
2520,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2521,HOCHSCHULREIFE,SOWJETUNION,VERWEIGERT,WENIG
2522,HOCHSCHULREIFE,DEUTSCHLAND,2500,SEHR STARK
2523,MITTLERE REIFE,LETTLAND,VERWEIGERT,MITTEL
2524,HOCHSCHULREIFE,DEUTSCHLAND,1500,WENIG
2525,HOCHSCHULREIFE,DEUTSCHLAND,2100,WENIG
2526,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
2527,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
2528,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,2500,STARK
2529,FACHHOCHSCHULREIFE,DEUTSCHLAND,3100,STARK
2530,MITTLERE REIFE,DEUTSCHLAND,460,STARK
2531,FACHHOCHSCHULREIFE,DEUTSCHLAND,1800,SEHR STARK
2532,MITTLERE REIFE,DEUTSCHLAND,860,MITTEL
2533,HOCHSCHULREIFE,PAKISTAN,600,WENIG
2534,NOCH SCHUELER,DEUTSCHLAND,150,STARK
2535,MITTLERE REIFE,DEUTSCHLAND,1600,UEBERHAUPT NICHT
2536,FACHHOCHSCHULREIFE,DEUTSCHLAND,2900,MITTEL
2537,HOCHSCHULREIFE,DEUTSCHLAND,580,MITTEL
2538,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
